,,,,"Sapu Panjang Motif - Dynamic ","6 Pcs","26.500 / Pcs","159,000"
,"01-01-0039","Ks.Kitinaubina","Jl.Nangka - Oebobo","Aceton Heviny 60 ml","6 Pcs","6.000 / Pcs","36,000"
,,,,"Kapur Ajaib Bagus","2 Box","15.000 / Lusin","30,000"
,,,,"Steker Bulat","6 Pcs","6.000 / Pcs","36,000"
,,,,"Steker Gepeng TRIS","12 Pcs","4.000 / Pcs","48,000"
,,,,"Stop Kontak 801 - Tembok","6 Pcs","8.000 / Pcs","48,000"
,"01-01-0040","Tk.Alta Indah","Jl.Pahlawan - Namosain","Jarum Pentul","3 Roll","20.000 / Roll","60,000"
,,,,"Sisir Gagang Loreng","1 Lusin","60.000 / Lusin","60,000"
,,,,"Sisir Kutu Motif - Cokelat","1 Lusin","51.000 / Lusin","51,000"
,,,,"Sisir Sasak 7413","12 Pcs","3.000 / Pcs","36,000"
,,,,"Shower Cup Jun Da - Putih","1 Lusin","66.000 / Lusin","66,000"
,"01-01-0041","Ks.Radit","Jl.Alfons Nisnoni - Airnona","Isolasi Bening Kecil","1 Roll","12.000 / Roll","12,000"
,,,,"Lakban Bening OPP","6 Pcs","10.500 / Pcs","63,000"
,,,,"Lem G","12 Pcs","7.500 / Pcs","90,000"
"19-01-2021","01-01-0042","Ks.Waru","Jl.Timor Raya - Pasir Panjang","Fitting Gantung Bulat Superity","12 Pcs","4.000 / Pcs","24,000"
,,,,"Lakban Bening Besar","12 Pcs","12.500 / Pcs","150,000"
,,,,"Sikat Gigi Premier Classic Soft","1 Lusin","48.000 / Lusin","48,000"
,,,,"Sikat Gigi Premier Comfort Medium","1 Lusin","42.000 / Lusin","42,000"
,,,,"Sikat Gigi Premier Comfort Soft","1 Lusin","42.000 / Lusin","42,000"
,,,,"Sumbu Kompor Kecil","5 Roll","22.500 / Roll","112,500"
,"01-01-0043","Ks.Sifatuo","Jl. Hans Kapitan - Kelapa Lima","Gunting M2000 Kecil Hitam","12 Pcs","6.250 / Pcs","75,000"
,,,,"Isolasi Hitam Kecil","1 Roll","12.000 / Roll","12,000"
,,,,"Lem G","12 Pcs","7.500 / Pcs","90,000"
,,,,"Pisau Cutter Besar","1 Lusin","39.000 / Lusin","39,000"
,"01-01-0044","Ks.Nirma","Jl.Hans Kapitan - Kelapa Lima","Lakban Bening OPP","6 Pcs","10.500 / Pcs","63,000"
,"01-01-0045","Tirosa Mart","Jl.Biknoi - Naikoten","Kapur Ajaib Bagus","1 Box","15.000 / Box","15,000"
,,,,"Lem G","6 Pcs","7.500 / Pcs","45,000"
,,,,"Paku Tindis","2 Box","13.500 / Box","27,000"
,"01-01-0046","Ks.Rafqi","Jl.Alfons Nisnoni - Batuplat","Kapur Ajaib Bagus","3 Box","15.000 / Box","45,000"
,"01-01-0047","Ks.Aqila","Jl. Jambu - Manulai 2","Cottonbuds Cici Dewasa 045","1 Lusin","24.000 / Lusin","24,000"
,,,,"Ballpoint Milton S-121","2 Box","12.500 / Box","25,000"
,,,,"Lampu INS Ekonomis 2U 5 Watt","6 Pcs","10.000 / Pcs","60,000"
,,,,"Lampu INS Ekonomis 2U 7 Watt","6 Pcs","10.000 / Pcs","60,000"
,,,,"Lampu Pancaran 3U 25 Watt","4 Pcs","15.000 / Pcs","60,000"
,,,,"Lampu Pancaran 3U 30 Watt","4 Pcs","15.000 / Pcs","60,000"
,,,,"Lampu Pancaran 3U 35 Watt","4 Pcs","15.000 / Pcs","60,000"
,,,,"Paku Tindis","1 Lusin","13.500 / Box","13,500"
,"01-01-0048","Ks.Lisda","Jurusan SMA Negeri 6 - Sikumana","Jarum Pentul","1 Roll","20.000 / Roll","20,000"
,,,,"Pensil Alis Justmiss 311 - Cokelat","1 Lusin","75.000 / Lusin","75,000"
,,,,"Pisau Cutter Besar","1 Lusin","39.000 / Lusin","39,000"
,,,,"Pisau Cutter Kecil","1 Lusin","36.000 / Lusin","36,000"
"20-01-2021","01-01-0049","Ks.Sifatuo","Jl.Bhakti Karang - Oebobo","Gosok Panci","1 Lusin","27.000 / Lusin","27,000"
,,,,"Isolasi Bening Kecil","2 Roll","12.000 / Roll","24,000"
,,,,"Isolasi Hitam Kecil","2 Roll","12.000 / Roll","24,000"
,,,,"Silet Goal","1 Lusin","52.500 / Lusin","52,500"
,,,,"Kain Pel Sedang Dynamic","6 Pcs","20.000 / Pcs","120,000"
,,,,"Sapu Panjang Motif - Dynamic","3 Pcs","24.500 / Pcs","73,500"
,"01-01-0050","Ks.Kembar","Jl.Bundaran PU - Oebufu","Gembok FRT 25 mm","1 Lusin","145.000 / Lusin","145,000"
